,name,cnt,grp,grp_cnt
43,Dimensional Manipulation(MC),0.04009163802978236,10,216
44,Illusion Casting(MC),0.07331042382588775,10,216
45,Dummy10(MC),0.0,10,0
46,Vampirism(MC),0.0057273768613974796,12,208
47,Poisonous(MC),0.013745704467353952,12,208
48,Immortal(MC),0.06300114547537228,12,208
49,Invulnerability(MC),0.15578465063001146,12,208
50,Dummy12(MC),0.0,12,0
51,Animation(MC),0.01718213058419244,6,210
52,Siphon Abilities(MC),0.016036655211912942,6,210
53,Siphon Lifeforce(MC),0.011454753722794959,6,210
54,Power Mimicry(MC),0.012600229095074456,6,210
55,Cosmic Awareness(MC),0.030927835051546393,6,210
56,Astral Projection(MC),0.03665521191294387,6,210
57,Divine Powers(MC),0.032073310423825885,6,210
58,Magic(MC),0.0836197021764032,6,210
59,Dummy6(MC),0.0,6,0
60,Psychometry(MC),0.003436426116838488,9,383
61,Postcognition(MC),0.006872852233676976,9,383
62,Voice-induced Manipulation(MC),0.019473081328751432,9,383
63,Emotion Control(MC),0.01718213058419244,9,383
64,Mesmerize(MC),0.025200458190148912,9,383
65,Precognition(MC),0.027491408934707903,9,383
66,Empathy(MC),0.024054982817869417,9,383
67,Willpower-Based Constructs(MC),0.03436426116838488,9,383
68,Hypnosis(MC),0.058419243986254296,9,383
69,Psychic(MC),0.044673539518900345,9,383
70,Telekinesis(MC),0.06414662084765177,9,383
71,Psionic(MC),0.045819014891179836,9,383
72,Telepathy(MC),0.06758304696449026,9,383
73,Dummy9(MC),0.0,9,0
74,Implants(MC),0.048109965635738834,2,1007
75,Power Suit(MC),0.13287514318442153,2,1007
76,Insanely Rich(MC),0.15234822451317298,2,1007
77,Power Item(MC),0.12943871706758306,2,1007
78,Gadgets(MC),0.32760595647193586,2,1007
79,Weapon Master(MC),0.3631156930126002,2,1007
80,Dummy2(MC),0.0,2,0
81,Darkforce Manipulation(MC),0.011454753722794959,5,688
82,Technopathy(MC),0.018327605956471937,5,688
83,Electronic Disruption(MC),0.021764032073310423,5,688
84,Radiation(MC),0.021764032073310423,5,688
85,Holographic Projection(MC),0.0286368843069874,5,688
86,Electricity Control(MC),0.056128293241695305,5,688
87,Heat Generation(MC),0.05154639175257732,5,688
88,Energy Based Constructs(MC),0.0572737686139748,5,688
89,Light Projection(MC),0.056128293241695305,5,688
90,Energy Shield(MC),0.05956471935853379,5,688
91,Energy-Enhanced Strike(MC),0.06071019473081329,5,688
92,Energy Absorption(MC),0.06300114547537228,5,688
93,Energy Manipulation(MC),0.08247422680412371,5,688
94,Blast Power(MC),0.19931271477663232,5,688
95,Dummy5(MC),0.0,5,0
96,Prehensile Hair(MC),0.0,3,826
97,Shadowmeld(MC),0.004581901489117984,3,826
98,Chemical Absorbtion(MC),0.008018327605956471,3,826
99,Sonic Scream(MC),0.011454753722794959,3,826
100,Webslinger(MC),0.014891179839633447,3,826
101,Chemical Secretion(MC),0.013745704467353952,3,826
102,Wall Clinger(MC),0.03436426116838488,3,826
103,Duplication(MC),0.019473081328751432,3,826
104,Matter Absorption(MC),0.009163802978235968,3,826
105,Elasticity(MC),0.018327605956471937,3,826
106,Heat Vision(MC),0.012600229095074456,3,826
107,Sub-Mariner(MC),0.018327605956471937,3,826
108,Chameleon(MC),0.027491408934707903,3,826
109,Invisibility(MC),0.05956471935853379,3,826
110,Phasing / Ghost(MC),0.06414662084765177,3,826
111,Size Manipulation(MC),0.052691867124856816,3,826
112,Levitation(MC),0.06300114547537228,3,826
113,Feral(MC),0.05154639175257732,3,826
114,Claws(MC),0.06414662084765177,3,826
115,Adaptive(MC),0.06758304696449026,3,826
116,Teleport(MC),0.09278350515463918,3,826
117,Flight(MC),0.23825887743413515,3,826
118,Dummy3(MC),0.0,3,0
119,Synaesthesia(MC),0.0,4,2426
120,Omni-lingual(MC),0.029782359679266894,4,2426
121,Swordsmanship(MC),0.1156930126002291,4,2426
122,Escape Artist(MC),0.16265750286368844,4,2426
123,Tracking(MC),0.21878579610538373,4,2426
124,Stealth(MC),0.31844215349369986,4,2426
125,Marksmanship(MC),0.3230240549828179,4,2426
126,Leadership(MC),0.3413516609392898,4,2426
127,Intellect(MC),0.6254295532646048,4,2426
128,Unarmed Combat(MC),0.6437571592210768,4,2426
129,Dummy4(MC),0.0,4,0
130,Super Eating(MC),0.004581901489117984,1,1666
131,Super Smell(MC),0.03436426116838488,1,1666
132,Super Hearing(MC),0.056128293241695305,1,1666
133,Berserker Strength(MC),0.052691867124856816,1,1666
134,Super Sight(MC),0.07674684994272624,1,1666
135,Longevity(MC),0.12600229095074456,1,1666
136,Super Speed(MC),0.17525773195876287,1,1666
137,Healing(MC),0.16953035509736541,1,1666
138,Super Strength(MC),0.30126002290950743,1,1666
139,Agility(MC),0.45017182130584193,1,1666
140,Stamina(MC),0.4616265750286369,1,1666
141,Dummy1(MC),0.0,1,0
142,Stamina(DC),0.5230439442658092,1,3080
143,Agility(DC),0.48767416934619506,1,3080
144,Super Strength(DC),0.5562700964630225,1,3080
145,Healing(DC),0.35476956055734193,1,3080
146,Super Speed(DC),0.3461950696677385,1,3080
147,Longevity(DC),0.2829581993569132,1,3080
148,Super Sight(DC),0.21436227224008575,1,3080
149,Berserker Strength(DC),0.1939978563772776,1,3080
150,Super Hearing(DC),0.1832797427652733,1,3080
151,Super Smell(DC),0.1307609860664523,1,3080
152,Super Eating(DC),0.027867095391211148,1,3080
153,Dummy1(DC),0.0,1,0
154,Unarmed Combat(DC),0.6355841371918542,4,2118
155,Intellect(DC),0.4930332261521972,4,2118
156,Leadership(DC),0.3161843515541265,4,2118
157,Marksmanship(DC),0.17792068595927116,4,2118
158,Stealth(DC),0.15862808145766344,4,2118
159,Tracking(DC),0.18756698821007503,4,2118
160,Escape Artist(DC),0.08788853161843516,4,2118
161,Swordsmanship(DC),0.12218649517684887,4,2118
162,Omni-lingual(DC),0.08360128617363344,4,2118
163,Synaesthesia(DC),0.007502679528403001,4,2118
164,Dummy4(DC),0.0,4,0
165,Flight(DC),0.42765273311897106,3,1806
166,Teleport(DC),0.16720257234726688,3,1806
167,Adaptive(DC),0.14683815648445875,3,1806
168,Claws(DC),0.1457663451232583,3,1806
169,Feral(DC),0.13719185423365488,3,1806
170,Levitation(DC),0.11789924973204716,3,1806
171,Size Manipulation(DC),0.12111468381564845,3,1806
172,Phasing / Ghost(DC),0.10289389067524116,3,1806
173,Invisibility(DC),0.07181136120042872,3,1806
174,Chameleon(DC),0.06538049303322616,3,1806
175,Sub-Mariner(DC),0.0632368703108253,3,1806
176,Heat Vision(DC),0.06538049303322616,3,1806
177,Elasticity(DC),0.05466237942122187,3,1806
178,Matter Absorption(DC),0.06109324758842444,3,1806
179,Duplication(DC),0.04608788853161844,3,1806
180,Wall Clinger(DC),0.031082529474812434,3,1806
181,Chemical Secretion(DC),0.04180064308681672,3,1806
182,Webslinger(DC),0.015005359056806002,3,1806
183,Sonic Scream(DC),0.01822079314040729,3,1806
184,Chemical Absorbtion(DC),0.01714898177920686,3,1806
185,Shadowmeld(DC),0.013933547695605574,3,1806
186,Prehensile Hair(DC),0.004287245444801715,3,1806
187,Dummy3(DC),0.0,3,0
188,Blast Power(DC),0.3954983922829582,5,1560
189,Energy Manipulation(DC),0.1982851018220793,5,1560
190,Energy Absorption(DC),0.17256162915326903,5,1560
191,Energy-Enhanced Strike(DC),0.15541264737406216,5,1560
192,Energy Shield(DC),0.12968917470525188,5,1560
193,Light Projection(DC),0.10289389067524116,5,1560
194,Energy Based Constructs(DC),0.09646302250803858,5,1560
195,Heat Generation(DC),0.09646302250803858,5,1560
196,Electricity Control(DC),0.07931404072883172,5,1560
197,Holographic Projection(DC),0.05144694533762058,5,1560
198,Radiation(DC),0.04930332261521972,5,1560
199,Electronic Disruption(DC),0.04823151125401929,5,1560
200,Technopathy(DC),0.05144694533762058,5,1560
201,Darkforce Manipulation(DC),0.04501607717041801,5,1560
202,Dummy5(DC),0.0,5,0
203,Weapon Master(DC),0.24758842443729903,2,818
204,Gadgets(DC),0.20042872454448016,2,818
205,Power Item(DC),0.16184351554126475,2,818
206,Insanely Rich(DC),0.09431939978563773,2,818
207,Power Suit(DC),0.07288317256162916,2,818
208,Implants(DC),0.09967845659163987,2,818
209,Dummy2(DC),0.0,2,0
210,Telepathy(DC),0.20364415862808147,9,980
211,Psionic(DC),0.1714898177920686,9,980
212,Telekinesis(DC),0.12861736334405144,9,980
213,Psychic(DC),0.09967845659163987,9,980
214,Hypnosis(DC),0.06966773847802786,9,980
215,Willpower-Based Constructs(DC),0.08788853161843516,9,980
216,Empathy(DC),0.06430868167202572,9,980
217,Precognition(DC),0.05680600214362272,9,980
218,Mesmerize(DC),0.04501607717041801,9,980
219,Emotion Control(DC),0.04501607717041801,9,980
220,Voice-induced Manipulation(DC),0.027867095391211148,9,980
221,Postcognition(DC),0.02465166130760986,9,980
222,Psychometry(DC),0.02572347266881029,9,980
223,Dummy9(DC),0.0,9,0
224,Magic(DC),0.12111468381564845,6,637
225,Divine Powers(DC),0.13719185423365488,6,637
226,Astral Projection(DC),0.10503751339764202,6,637
227,Cosmic Awareness(DC),0.09646302250803858,6,637
228,Power Mimicry(DC),0.06109324758842444,6,637
229,Siphon Lifeforce(DC),0.06002143622722401,6,637
230,Siphon Abilities(DC),0.05466237942122187,6,637
231,Animation(DC),0.04715969989281887,6,637
232,Dummy6(DC),0.0,6,0
233,Invulnerability(DC),0.40836012861736337,12,629
234,Immortal(DC),0.22508038585209003,12,629
235,Poisonous(DC),0.01929260450160772,12,629
236,Vampirism(DC),0.021436227224008574,12,629
237,Dummy12(DC),0.0,12,0
238,Illusion Casting(DC),0.09539121114683816,10,449
239,Dimensional Manipulation(DC),0.10289389067524116,10,449
240,Reality Manpulation(DC),0.09753483386923902,10,449
241,Time Manipulation(DC),0.09110396570203644,10,449
242,Time Travel(DC),0.06752411575562701,10,449
243,Probability Manipulation(DC),0.02679528403001072,10,449
244,Dummy10(DC),0.0,10,0
245,Fire Control(DC),0.08788853161843516,7,453
246,Animal Control(DC),0.05787781350482315,7,453
247,Wind Bursts(DC),0.05894962486602358,7,453
248,Weather Control(DC),0.05894962486602358,7,453
249,Earth Manipulation(DC),0.04823151125401929,7,453
250,Ice Control(DC),0.03644158628081458,7,453
251,Water Control(DC),0.03751339764201501,7,453
252,Flame Breath(DC),0.03429796355841372,7,453
253,Ice Breath(DC),0.03536977491961415,7,453
254,Plant Control(DC),0.022508038585209004,7,453
255,Sand manipulation(DC),0.007502679528403001,7,453
256,Dummy7(DC),0.0,7,0
257,Force Field(DC),0.19292604501607716,8,358
258,Density Control(DC),0.06430868167202572,8,358
259,Vibration Wave(DC),0.03644158628081458,8,358
260,Gravity control(DC),0.04072883172561629,8,358
261,Magnetism(DC),0.03536977491961415,8,358
262,Inertia Absorption(DC),0.013933547695605574,8,358
263,Dummy8(DC),0.0,8,0
264,Shape Shifter(DC),0.18756698821007503,11,308
265,Genetic Manipulation(DC),0.05894962486602358,11,308
266,Enhance Mutation(DC),0.04287245444801715,11,308
267,Pheromone Control(DC),0.013933547695605574,11,308
268,Controlled Bone Growth(DC),0.012861736334405145,11,308
269,Blood Control(DC),0.013933547695605574,11,308
270,Dummy11(DC),0.0,11,0
271,Possession(DC),0.07288317256162916,14,260
272,Necromancy(DC),0.05680600214362272,14,260
273,Death Touch(DC),0.04608788853161844,14,260
274,Darkness Manipulation(DC),0.04287245444801715,14,260
275,Soul Absorption(DC),0.03429796355841372,14,260
276,Hellfire Control(DC),0.01929260450160772,14,260
277,Penance Stare(DC),0.006430868167202572,14,260
278,Dummy14(DC),0.0,14,0
279,Danger Sense(DC),0.05894962486602358,13,194
280,Radar Sense(DC),0.06002143622722401,13,194
281,Electronic interaction(DC),0.05787781350482315,13,194
282,Sense Death(DC),0.031082529474812434,13,194
283,Dummy13(DC),0.0,13,0
