,name,cnt,grp,grp_cnt
145,Healing(DC),133,1,1309
146,Super Speed(DC),123,1,1309
147,Longevity(DC),98,1,1309
148,Super Sight(DC),67,1,1309
149,Berserker Strength(DC),38,1,1309
150,Super Hearing(DC),60,1,1309
151,Super Smell(DC),35,1,1309
152,Super Eating(DC),2,1,1309
153,Dummy1(DC),0,1,0
154,Unarmed Combat(DC),377,4,1444
155,Intellect(DC),331,4,1444
156,Leadership(DC),172,4,1444
157,Marksmanship(DC),151,4,1444
158,Stealth(DC),146,4,1444
159,Tracking(DC),102,4,1444
160,Escape Artist(DC),61,4,1444
161,Swordsmanship(DC),74,4,1444
162,Omni-lingual(DC),27,4,1444
163,Synaesthesia(DC),3,4,1444
164,Dummy4(DC),0,4,0
165,Flight(DC),198,3,731
166,Teleport(DC),64,3,731
167,Adaptive(DC),40,3,731
168,Claws(DC),55,3,731
169,Feral(DC),37,3,731
170,Levitation(DC),55,3,731
171,Size Manipulation(DC),31,3,731
172,Phasing / Ghost(DC),42,3,731
173,Invisibility(DC),41,3,731
174,Chameleon(DC),23,3,731
175,Sub-Mariner(DC),22,3,731
176,Heat Vision(DC),17,3,731
177,Elasticity(DC),14,3,731
178,Matter Absorption(DC),5,3,731
179,Duplication(DC),13,3,731
180,Wall Clinger(DC),18,3,731
181,Chemical Secretion(DC),15,3,731
182,Webslinger(DC),9,3,731
183,Sonic Scream(DC),12,3,731
184,Chemical Absorbtion(DC),8,3,731
185,Shadowmeld(DC),9,3,731
186,Prehensile Hair(DC),3,3,731
187,Dummy3(DC),0,3,0
188,Blast Power(DC),146,5,623
189,Energy Manipulation(DC),72,5,623
190,Energy Absorption(DC),56,5,623
191,Energy-Enhanced Strike(DC),58,5,623
192,Energy Shield(DC),56,5,623
193,Light Projection(DC),52,5,623
194,Energy Based Constructs(DC),42,5,623
195,Heat Generation(DC),32,5,623
196,Electricity Control(DC),30,5,623
197,Holographic Projection(DC),21,5,623
198,Radiation(DC),16,5,623
199,Electronic Disruption(DC),21,5,623
200,Technopathy(DC),6,5,623
201,Darkforce Manipulation(DC),15,5,623
202,Dummy5(DC),0,5,0
203,Weapon Master(DC),157,2,429
204,Gadgets(DC),105,2,429
205,Power Item(DC),64,2,429
206,Insanely Rich(DC),52,2,429
207,Power Suit(DC),30,2,429
208,Implants(DC),21,2,429
209,Dummy2(DC),0,2,0
210,Telepathy(DC),80,9,476
211,Psionic(DC),75,9,476
212,Telekinesis(DC),55,9,476
213,Psychic(DC),48,9,476
214,Hypnosis(DC),34,9,476
215,Willpower-Based Constructs(DC),40,9,476
216,Empathy(DC),35,9,476
217,Precognition(DC),27,9,476
218,Mesmerize(DC),22,9,476
219,Emotion Control(DC),27,9,476
220,Voice-induced Manipulation(DC),13,9,476
221,Postcognition(DC),13,9,476
222,Psychometry(DC),7,9,476
223,Dummy9(DC),0,9,0
224,Magic(DC),61,6,236
225,Divine Powers(DC),51,6,236
226,Astral Projection(DC),43,6,236
227,Cosmic Awareness(DC),25,6,236
228,Power Mimicry(DC),11,6,236
229,Siphon Lifeforce(DC),12,6,236
230,Siphon Abilities(DC),14,6,236
231,Animation(DC),19,6,236
232,Dummy6(DC),0,6,0
233,Invulnerability(DC),111,12,186
234,Immortal(DC),59,12,186
235,Poisonous(DC),10,12,186
236,Vampirism(DC),6,12,186
237,Dummy12(DC),0,12,0
238,Illusion Casting(DC),55,10,174
239,Dimensional Manipulation(DC),31,10,174
240,Reality Manpulation(DC),27,10,174
241,Time Manipulation(DC),25,10,174
242,Time Travel(DC),20,10,174
243,Probability Manipulation(DC),16,10,174
244,Dummy10(DC),0,10,0
245,Fire Control(DC),44,7,222
246,Animal Control(DC),34,7,222
247,Wind Bursts(DC),27,7,222
248,Weather Control(DC),22,7,222
249,Earth Manipulation(DC),20,7,222
250,Ice Control(DC),23,7,222
251,Water Control(DC),20,7,222
252,Flame Breath(DC),6,7,222
253,Ice Breath(DC),8,7,222
254,Plant Control(DC),13,7,222
255,Sand manipulation(DC),5,7,222
256,Dummy7(DC),0,7,0
257,Force Field(DC),78,8,139
258,Density Control(DC),21,8,139
259,Vibration Wave(DC),14,8,139
260,Gravity control(DC),13,8,139
261,Magnetism(DC),12,8,139
262,Inertia Absorption(DC),1,8,139
263,Dummy8(DC),0,8,0
264,Shape Shifter(DC),74,11,118
265,Genetic Manipulation(DC),17,11,118
266,Enhance Mutation(DC),7,11,118
267,Pheromone Control(DC),9,11,118
268,Controlled Bone Growth(DC),6,11,118
269,Blood Control(DC),5,11,118
270,Dummy11(DC),0,11,0
271,Possession(DC),24,14,88
272,Necromancy(DC),22,14,88
273,Death Touch(DC),17,14,88
274,Darkness Manipulation(DC),11,14,88
275,Soul Absorption(DC),10,14,88
276,Hellfire Control(DC),4,14,88
277,Penance Stare(DC),0,14,88
278,Dummy14(DC),0,14,0
279,Danger Sense(DC),21,13,73
280,Radar Sense(DC),20,13,73
281,Electronic interaction(DC),14,13,73
282,Sense Death(DC),18,13,73
283,Dummy13(DC),0,13,0
