,name,cnt,grp,grp_cnt
197,Holographic Projection(DC),0.03932584269662921,5,623
198,Radiation(DC),0.0299625468164794,5,623
199,Electronic Disruption(DC),0.03932584269662921,5,623
200,Technopathy(DC),0.011235955056179775,5,623
201,Darkforce Manipulation(DC),0.028089887640449437,5,623
202,Dummy5(DC),0.0,5,0
203,Weapon Master(DC),0.2940074906367041,2,429
204,Gadgets(DC),0.19662921348314608,2,429
205,Power Item(DC),0.1198501872659176,2,429
206,Insanely Rich(DC),0.09737827715355805,2,429
207,Power Suit(DC),0.056179775280898875,2,429
208,Implants(DC),0.03932584269662921,2,429
209,Dummy2(DC),0.0,2,0
210,Telepathy(DC),0.149812734082397,9,476
211,Psionic(DC),0.1404494382022472,9,476
212,Telekinesis(DC),0.10299625468164794,9,476
213,Psychic(DC),0.0898876404494382,9,476
214,Hypnosis(DC),0.06367041198501873,9,476
215,Willpower-Based Constructs(DC),0.0749063670411985,9,476
216,Empathy(DC),0.06554307116104868,9,476
217,Precognition(DC),0.05056179775280899,9,476
218,Mesmerize(DC),0.04119850187265917,9,476
219,Emotion Control(DC),0.05056179775280899,9,476
220,Voice-induced Manipulation(DC),0.024344569288389514,9,476
221,Postcognition(DC),0.024344569288389514,9,476
222,Psychometry(DC),0.013108614232209739,9,476
223,Dummy9(DC),0.0,9,0
224,Magic(DC),0.11423220973782772,6,236
225,Divine Powers(DC),0.09550561797752809,6,236
226,Astral Projection(DC),0.08052434456928839,6,236
227,Cosmic Awareness(DC),0.04681647940074907,6,236
228,Power Mimicry(DC),0.020599250936329586,6,236
229,Siphon Lifeforce(DC),0.02247191011235955,6,236
230,Siphon Abilities(DC),0.026217228464419477,6,236
231,Animation(DC),0.035580524344569285,6,236
232,Dummy6(DC),0.0,6,0
233,Invulnerability(DC),0.20786516853932585,12,186
234,Immortal(DC),0.1104868913857678,12,186
235,Poisonous(DC),0.018726591760299626,12,186
236,Vampirism(DC),0.011235955056179775,12,186
237,Dummy12(DC),0.0,12,0
238,Illusion Casting(DC),0.10299625468164794,10,174
239,Dimensional Manipulation(DC),0.05805243445692884,10,174
240,Reality Manpulation(DC),0.05056179775280899,10,174
241,Time Manipulation(DC),0.04681647940074907,10,174
242,Time Travel(DC),0.03745318352059925,10,174
243,Probability Manipulation(DC),0.0299625468164794,10,174
244,Dummy10(DC),0.0,10,0
245,Fire Control(DC),0.08239700374531835,7,222
246,Animal Control(DC),0.06367041198501873,7,222
247,Wind Bursts(DC),0.05056179775280899,7,222
248,Weather Control(DC),0.04119850187265917,7,222
249,Earth Manipulation(DC),0.03745318352059925,7,222
250,Ice Control(DC),0.04307116104868914,7,222
251,Water Control(DC),0.03745318352059925,7,222
252,Flame Breath(DC),0.011235955056179775,7,222
253,Ice Breath(DC),0.0149812734082397,7,222
254,Plant Control(DC),0.024344569288389514,7,222
255,Sand manipulation(DC),0.009363295880149813,7,222
256,Dummy7(DC),0.0,7,0
257,Force Field(DC),0.14606741573033707,8,139
258,Density Control(DC),0.03932584269662921,8,139
259,Vibration Wave(DC),0.026217228464419477,8,139
260,Gravity control(DC),0.024344569288389514,8,139
261,Magnetism(DC),0.02247191011235955,8,139
262,Inertia Absorption(DC),0.0018726591760299626,8,139
263,Dummy8(DC),0.0,8,0
264,Shape Shifter(DC),0.13857677902621723,11,118
265,Genetic Manipulation(DC),0.031835205992509365,11,118
266,Enhance Mutation(DC),0.013108614232209739,11,118
267,Pheromone Control(DC),0.016853932584269662,11,118
268,Controlled Bone Growth(DC),0.011235955056179775,11,118
269,Blood Control(DC),0.009363295880149813,11,118
270,Dummy11(DC),0.0,11,0
271,Possession(DC),0.0449438202247191,14,88
272,Necromancy(DC),0.04119850187265917,14,88
273,Death Touch(DC),0.031835205992509365,14,88
274,Darkness Manipulation(DC),0.020599250936329586,14,88
275,Soul Absorption(DC),0.018726591760299626,14,88
276,Hellfire Control(DC),0.00749063670411985,14,88
277,Penance Stare(DC),0.0,14,88
278,Dummy14(DC),0.0,14,0
279,Danger Sense(DC),0.03932584269662921,13,73
280,Radar Sense(DC),0.03745318352059925,13,73
281,Electronic interaction(DC),0.026217228464419477,13,73
282,Sense Death(DC),0.033707865168539325,13,73
283,Dummy13(DC),0.0,13,0
