,name,cnt,grp,grp_cnt
242,Time Travel(DC),0.05106382978723404,10,345
243,Probability Manipulation(DC),0.023404255319148935,10,345
244,Dummy10(DC),0.0,10,0
245,Fire Control(DC),0.08404255319148936,7,356
246,Animal Control(DC),0.059574468085106386,7,356
247,Wind Bursts(DC),0.035106382978723406,7,356
248,Weather Control(DC),0.04042553191489362,7,356
249,Earth Manipulation(DC),0.04680851063829787,7,356
250,Ice Control(DC),0.027659574468085105,7,356
251,Water Control(DC),0.02872340425531915,7,356
252,Flame Breath(DC),0.023404255319148935,7,356
253,Ice Breath(DC),0.009574468085106383,7,356
254,Plant Control(DC),0.02021276595744681,7,356
255,Sand manipulation(DC),0.0031914893617021275,7,356
256,Dummy7(DC),0.0,7,0
257,Force Field(DC),0.13617021276595745,8,272
258,Density Control(DC),0.03723404255319149,8,272
259,Vibration Wave(DC),0.03297872340425532,8,272
260,Gravity control(DC),0.03723404255319149,8,272
261,Magnetism(DC),0.03297872340425532,8,272
262,Inertia Absorption(DC),0.01276595744680851,8,272
263,Dummy8(DC),0.0,8,0
264,Shape Shifter(DC),0.14468085106382977,11,265
265,Genetic Manipulation(DC),0.059574468085106386,11,265
266,Enhance Mutation(DC),0.03829787234042553,11,265
267,Pheromone Control(DC),0.015957446808510637,11,265
268,Controlled Bone Growth(DC),0.013829787234042552,11,265
269,Blood Control(DC),0.009574468085106383,11,265
270,Dummy11(DC),0.0,11,0
271,Possession(DC),0.052127659574468084,14,192
272,Necromancy(DC),0.04680851063829787,14,192
273,Death Touch(DC),0.036170212765957444,14,192
274,Darkness Manipulation(DC),0.026595744680851064,14,192
275,Soul Absorption(DC),0.022340425531914895,14,192
276,Hellfire Control(DC),0.015957446808510637,14,192
277,Penance Stare(DC),0.00425531914893617,14,192
278,Dummy14(DC),0.0,14,0
279,Danger Sense(DC),0.06170212765957447,13,180
280,Radar Sense(DC),0.04893617021276596,13,180
281,Electronic interaction(DC),0.052127659574468084,13,180
282,Sense Death(DC),0.02872340425531915,13,180
283,Dummy13(DC),0.0,13,0
